Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
basetenlabs truss,The simplest way to serve AI/ML models in production,"['Python', 'Rust', 'Shell', 'JavaScript', 'Jinja', 'Dockerfile', 'Other']",91,1092,2357,39,57,550,https://github.com/basetenlabs/truss
kubernetes-retired kube-batch,"A batch scheduler of kubernetes for high performance workload, e.g. AI/ML, BigData, HPC","['Go', 'Shell', 'Python', 'Other']",261,1092,1345,0,70,8,https://github.com/kubernetes-retired/kube-batch
google-ai-edge LiteRT,"LiteRT, successor to TensorFlow Lite. is Google's On-device framework for high-performance ML & GenAI deployment on edge platforms, via efficient conversion, runtime, and optimization","['C++', 'MLIR', 'HTML', 'Python', 'Starlark', 'C', 'Other']",151,1091,3262,899,127,9,https://github.com/google-ai-edge/LiteRT
emedvedev attention-ocr,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and compatible with Google Cloud ML Engine.,['Python'],253,1083,207,1,23,2,https://github.com/emedvedev/attention-ocr
mlbvn ml-yearning-vi,Một cuốn sách tập trung vào hướng dẫn cách cấu trúc các dự án Học Máy và phân tích cách làm cho các thuật toán Học Máy hoạt động.,"['Python', 'Dockerfile', 'Shell']",371,1078,362,1,28,0,https://github.com/mlbvn/ml-yearning-vi
apache systemds,An open source ML system for the end-to-end data science lifecycle,"['Java', 'Python', 'R', 'Shell', 'Cuda', 'TypeScript', 'Other']",519,1075,9063,54,212,10,https://github.com/apache/systemds
foochane books,"整理一些书籍 ,包含 C&C++ 、git 、Java、Keras 、Linux 、NLP 、Python 、Scala 、TensorFlow 、大数据 、推荐系统、数据库、数据挖掘 、机器学习 、深度学习 、算法等。",[],307,1061,18,0,0,0,https://github.com/foochane/books
jadijadi machine_learning_with_python_jadi,The notebooks we use on ML course,['Jupyter Notebook'],390,1059,23,1,8,0,https://github.com/jadijadi/machine_learning_with_python_jadi
BAILOOL DoYouEvenLearn,Essential Guide to keep up with AI/ML/DL/CV,[],122,1059,84,0,11,0,https://github.com/BAILOOL/DoYouEvenLearn
mrousavy react-native-fast-tflite,🧬 High-performance TensorFlow Lite library for React Native with GPU acceleration,"['C++', 'TypeScript', 'Java', 'JavaScript', 'Ruby', 'Objective-C++', 'Other']",78,1058,146,12,12,15,https://github.com/mrousavy/react-native-fast-tflite
tensorflow tfjs-node,TensorFlow powered JavaScript library for training and deploying ML models on Node.js.,"['TypeScript', 'C++', 'JavaScript', 'Shell', 'Python', 'Batchfile']",114,1055,293,2,15,0,https://github.com/tensorflow/tfjs-node
lucidrains mlp-mixer-pytorch,"An All-MLP solution for Vision, from Google AI",['Python'],110,1053,26,0,3,17,https://github.com/lucidrains/mlp-mixer-pytorch
loganthorneloe ml-roadmap,"The simplest, most straightforward way to learn ML for free.",[],131,1040,68,0,2,0,https://github.com/loganthorneloe/ml-roadmap
mlr-org mlr3,mlr3: Machine Learning in R - next generation,"['R', 'TeX']",94,1039,2220,5,31,46,https://github.com/mlr-org/mlr3
luxonis depthai,"DepthAI Python API utilities, examples, and tutorials.","['Python', 'QML', 'Shell', 'Inno Setup', 'PowerShell', 'CSS']",251,1039,3181,31,48,56,https://github.com/luxonis/depthai
adventuresinML adventures-in-ml-code,This repository holds all the code for the site http://www.adventuresinmachinelearning.com,"['Jupyter Notebook', 'Python']",630,1037,71,7,2,0,https://github.com/adventuresinML/adventures-in-ml-code
gimseng 99-ML-Learning-Projects,A list of 99 machine learning projects for anyone interested to learn from coding and building projects,['Jupyter Notebook'],219,1037,467,47,16,0,https://github.com/gimseng/99-ML-Learning-Projects
jiahaoli57 Call-for-Reviewers,"This project aims to collect the latest ""call for reviewers"" links from various top CS/ML/AI conferences/journals",[],43,1036,284,0,13,0,https://github.com/jiahaoli57/Call-for-Reviewers
MLton mlton,The MLton repository,"['Standard ML', 'Clojure', 'C', 'Emacs Lisp', 'TeX', 'Makefile', 'Other']",134,1035,10239,0,53,6,https://github.com/MLton/mlton
managarm mlibc,Portable C standard library,"['C', 'C++', 'Meson', 'Python', 'Assembly', 'Rust']",172,1025,5135,24,47,7,https://github.com/managarm/mlibc
kjaisingh ML-for-High-Schoolers,This guide details a learning path for high school students looking to explore the field of Machine Learning & Artificial Intelligence.,[],142,1017,58,0,5,0,https://github.com/kjaisingh/ML-for-High-Schoolers
IliasHad edit-mind,"Desktop app and Web App (Docker) that indexes videos with AI (object detection, face recognition, emotion analysis), enables semantic search through natural language queries, and generates rough cuts","['TypeScript', 'Python', 'CSS', 'Other']",62,1012,900,1,6,1,https://github.com/IliasHad/edit-mind
CodingTrain Machine-Learning,Examples and experiments around ML for upcoming Coding Train videos,[],197,1011,95,1,15,0,https://github.com/CodingTrain/Machine-Learning
CodeChefVIT resources,This repo is a one stop destination to find resources for learning various domains. You can find the roadmap for any domain here.,[],257,1002,388,3,51,0,https://github.com/CodeChefVIT/resources
google ml_collections,ML Collections is a library of Python Collections designed for ML use cases.,['Python'],47,1001,182,6,24,3,https://github.com/google/ml_collections
VoltaML voltaML-fast-stable-diffusion,Beautiful and Easy to use Stable Diffusion WebUI,"['Python', 'Vue', 'TypeScript', 'Rust', 'MATLAB', 'Shell', 'Other']",80,999,1083,4,11,9,https://github.com/VoltaML/voltaML-fast-stable-diffusion
sematic-ai sematic,An open-source ML pipeline development platform,"['Python', 'TypeScript', 'Starlark', 'JavaScript', 'Shell', 'HTML', 'Other']",60,998,1089,0,20,61,https://github.com/sematic-ai/sematic
Akramz Hands-on-Machine-Learning-with-Scikit-Learn-Keras-and-TensorFlow,"Notes & exercise solutions of Part I from the book: ""Hands-On ML with Scikit-Learn, Keras & TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems"" by Aurelien Geron",['Jupyter Notebook'],420,998,101,2,0,0,https://github.com/Akramz/Hands-on-Machine-Learning-with-Scikit-Learn-Keras-and-TensorFlow
XWHQSJ ebooks,"A repository for ebooks， including C, C plus plus, Linux Kernel, Compiler, OS, Algorithm, Security, Database, Network, ML and DL","['C', 'Makefile', 'C++']",384,994,86,0,0,0,https://github.com/XWHQSJ/ebooks
NannyML The-Little-Book-of-ML-Metrics,The book every data scientist needs on their desk.,"['Jupyter Notebook', 'TeX']",82,986,291,3,13,0,https://github.com/NannyML/The-Little-Book-of-ML-Metrics
harryadel AI-ML-Driven-Companies-In-Egypt,A list of AI/ML driven companies in Egypt,[],82,978,59,0,6,0,https://github.com/harryadel/AI-ML-Driven-Companies-In-Egypt
gavinkhung machine-learning-visualized,ML algorithms implemented and derived from first-principles in Jupyter Notebooks and NumPy,"['TeX', 'Shell', 'CSS']",64,966,17,0,0,0,https://github.com/gavinkhung/machine-learning-visualized
ga642381 ML2021-Spring,**Official** 李宏毅 (Hung-yi Lee) 機器學習 Machine Learning 2021 Spring,['Jupyter Notebook'],344,964,135,0,24,0,https://github.com/ga642381/ML2021-Spring
sailing-pmls bosen,Parallel ML System - Bosen project,"['C++', 'C', 'Java', 'Python', 'Shell', 'Makefile', 'CMake']",282,961,28,1,5,0,https://github.com/sailing-pmls/bosen
iusztinpaul energy-forecasting,"🌀 𝗧𝗵𝗲 𝗙𝘂𝗹𝗹 𝗦𝘁𝗮𝗰𝗸 𝟳-𝗦𝘁𝗲𝗽𝘀 𝗠𝗟𝗢𝗽𝘀 𝗙𝗿𝗮𝗺𝗲𝘄𝗼𝗿𝗸 | 𝗟𝗲𝗮𝗿𝗻 𝗠𝗟𝗘 & 𝗠𝗟𝗢𝗽𝘀 for free by designing, building and deploying an end-to-end ML batch system ~ 𝘴𝘰𝘶𝘳𝘤𝘦 𝘤𝘰𝘥𝘦 + 2.5 𝘩𝘰𝘶𝘳𝘴 𝘰𝘧 𝘳𝘦𝘢𝘥𝘪𝘯𝘨 & 𝘷𝘪𝘥𝘦𝘰 𝘮𝘢𝘵𝘦𝘳𝘪𝘢𝘭𝘴","['Python', 'Shell', 'Dockerfile']",216,956,391,0,5,0,https://github.com/iusztinpaul/energy-forecasting
hollance YOLO-CoreML-MPSNNGraph,Tiny YOLO for iOS implemented using CoreML but also using the new MPS graph API.,"['Swift', 'Python']",256,949,27,0,2,0,https://github.com/hollance/YOLO-CoreML-MPSNNGraph
llSourcell LearnML,This is the Study Guide for Learn Machine Learning in 3 Months (PyTorch Curriculum) by Siraj Raval on Youtube,[],186,948,35,0,0,0,https://github.com/llSourcell/LearnML
opendatadiscovery awesome-data-catalogs,📙 Awesome Data Catalogs and Observability Platforms.,[],68,948,115,2,18,0,https://github.com/opendatadiscovery/awesome-data-catalogs
TingNie Coursera-ML-using-matlab-python,coursera吴恩达机器学习课程作业自写Python版本+Matlab原版,"['Jupyter Notebook', 'MATLAB']",365,947,37,0,0,0,https://github.com/TingNie/Coursera-ML-using-matlab-python
airbnb chronon,Chronon is a data platform for serving for AI/ML applications.,"['Scala', 'Python', 'Java', 'Starlark', 'Shell', 'Thrift', 'Other']",86,946,1075,51,41,4,https://github.com/airbnb/chronon
gpu-mode awesomeMLSys,An ML Systems Onboarding list,[],36,945,14,0,3,0,https://github.com/gpu-mode/awesomeMLSys
youssefHosni Awesome-AI-Data-GitHub-Repos,"A collection of the most important Github repos for ML, AI & Data science practitioners",[],212,944,104,1,4,0,https://github.com/youssefHosni/Awesome-AI-Data-GitHub-Repos
ml4a ml4a.github.io,machine learning for artists,"['HTML', 'CSS', 'Other']",162,942,608,2,15,0,https://github.com/ml4a/ml4a.github.io
dask dask-ml,Scalable Machine Learning with Dask,"['Python', 'Shell']",261,942,825,47,80,13,https://github.com/dask/dask-ml
onnx onnx-mlir,Representation and Reference Lowering of ONNX Models in MLIR Compiler Infrastructure,"['C++', 'MLIR', 'Jupyter Notebook', 'Python', 'C', 'CMake', 'Other']",378,941,2475,31,113,0,https://github.com/onnx/onnx-mlir
dair-ai MLOPs-Primer,A collection of resources to learn about MLOPs.,[],53,941,12,0,2,0,https://github.com/dair-ai/MLOPs-Primer
googleapis nodejs-storage,"Node.js client for Google Cloud Storage: unified object storage for developers and enterprises, from live data serving to data analytics/ML to data archiving.","['TypeScript', 'HTML', 'Other']",387,935,1356,24,103,189,https://github.com/googleapis/nodejs-storage
felixchenfy Realtime-Action-Recognition,"Apply ML to the skeletons from OpenPose; 9 actions; multiple people. (WARNING: I'm sorry that this is only good for course demo, not for real world applications !!! Those ary very difficult !!!)",['Python'],260,934,32,0,2,0,https://github.com/felixchenfy/Realtime-Action-Recognition
zepen predict_Lottery_ticket,双色球+大乐透彩票AI预测,['Python'],446,926,73,2,0,0,https://github.com/zepen/predict_Lottery_ticket
sberbank-ai-lab LightAutoML,LAMA - automatic model creation framework,"['Python', 'HTML']",96,924,497,2,12,3,https://github.com/sberbank-ai-lab/LightAutoML
AssemblyAI-Community Machine-Learning-From-Scratch,Implementation of popular ML algorithms from scratch,['Python'],265,923,7,5,2,0,https://github.com/AssemblyAI-Community/Machine-Learning-From-Scratch
lukaemon Coursera-ML-AndrewNg,"use numpy, scipy, and tensorflow to implement these basic ML model and learning algorithm","['Jupyter Notebook', 'Python']",357,922,140,0,0,0,https://github.com/lukaemon/Coursera-ML-AndrewNg
awslabs fortuna,A Library for Uncertainty Quantification.,"['Python', 'Jupyter Notebook', 'Other']",52,922,244,2,11,0,https://github.com/awslabs/fortuna
d0r1h ML-University,Machine Learning Open Source University,[],120,919,230,0,0,0,https://github.com/d0r1h/ML-University
paulfitz mlsql,inferring sql queries from plain-text questions about tables,"['Python', 'Shell', 'Dockerfile', 'Makefile']",68,918,44,8,0,0,https://github.com/paulfitz/mlsql
datawhalechina machine-learning-toy-code,《机器学习》（西瓜书）代码实战,"['Jupyter Notebook', 'Python']",188,917,218,0,6,0,https://github.com/datawhalechina/machine-learning-toy-code
showlab Awesome-MLLM-Hallucination,📖 A curated list of resources dedicated to hallucination of multimodal large language models (MLLM).,[],39,916,63,0,8,0,https://github.com/showlab/Awesome-MLLM-Hallucination
paiml practical-mlops-book,[Book-2021] Practical MLOps O'Reilly Book,"['Jupyter Notebook', 'Python', 'Other']",350,911,81,0,4,0,https://github.com/paiml/practical-mlops-book
adsr mle,flexible terminal-based text editor (C),"['C', 'Shell', 'PHP', 'Other']",54,911,640,1,9,9,https://github.com/adsr/mle
anupamchugh iowncode,"A curated collection of iOS, ML, AR resources sprinkled with some UI additions","['Swift', 'Python', 'Other']",321,908,111,0,2,0,https://github.com/anupamchugh/iowncode
HumanSignal label-studio-ml-backend,Configs and boilerplates for Label Studio's Machine Learning backend,"['Python', 'Dockerfile', 'Other']",401,907,716,35,49,1,https://github.com/HumanSignal/label-studio-ml-backend
windmaple awesome-AutoML,"Curating a list of AutoML-related research, tools, projects and other resources",[],152,906,219,0,13,0,https://github.com/windmaple/awesome-AutoML
jayinai ml-interview,Preparing for machine learning interviews,['Jupyter Notebook'],217,904,21,1,0,0,https://github.com/jayinai/ml-interview
getmetal motorhead,🧠 Motorhead is a memory and information retrieval server for LLMs.,"['Rust', 'Dockerfile']",86,903,232,7,9,18,https://github.com/getmetal/motorhead
nikolaypavlov MLPNeuralNet,Fast multilayer perceptron neural network library for iOS and Mac OS X,"['Objective-C', 'Ruby']",209,902,141,1,7,0,https://github.com/nikolaypavlov/MLPNeuralNet
tensorflow compression,Data compression in TensorFlow,"['Python', 'C++', 'Jupyter Notebook', 'Starlark', 'Shell']",261,902,303,0,17,26,https://github.com/tensorflow/compression
neuralgcm neuralgcm,Hybrid ML + physics model of the Earth's atmosphere,['Python'],114,897,421,14,17,5,https://github.com/neuralgcm/neuralgcm
Azure counterfit,a CLI that provides a generic automation layer for assessing the security of ML models,"['Python', 'Dockerfile']",147,896,64,5,8,2,https://github.com/Azure/counterfit
guildai guildai,"Experiment tracking, ML developer tools","['Python', 'Vue', 'JavaScript', 'Shell', 'Jupyter Notebook', 'Makefile']",91,891,5779,2,23,2,https://github.com/guildai/guildai
logancyang my-cs-degree,"A CS degree with a focus on full-stack ML engineering, 2020",[],141,891,20,0,2,0,https://github.com/logancyang/my-cs-degree
yoshoku rumale,Rumale is a machine learning library in Ruby,"['Ruby', 'C++', 'Other']",34,890,943,0,10,21,https://github.com/yoshoku/rumale
esokolov ml-course-msu,Lecture notes and code for Machine Learning practical course on CMC MSU,"['Jupyter Notebook', 'Other']",309,887,166,0,0,0,https://github.com/esokolov/ml-course-msu
mind wheels,"Performance-optimized wheels for TensorFlow (SSE, AVX, FMA, XLA, MPI)",[],105,885,51,0,4,62,https://github.com/mind/wheels
mosecorg mosec,"A high-performance ML model serving framework, offers dynamic batching and CPU/GPU pipelines to fully exploit your compute machine","['Python', 'Rust', 'Dockerfile', 'Makefile']",66,883,443,3,15,52,https://github.com/mosecorg/mosec
cosen1024 awesome-cs-books,计算机优质电子书整理，并且附带pdf下载链接，包括C，C++，Java，Python，Java，Linux，Go，数据结构与算法，人工智能，计算机基础，面试，设计模式，数据库，前端等,[],182,882,21,0,0,0,https://github.com/cosen1024/awesome-cs-books
llSourcell 100_Days_of_ML_Code,"These are the instructions for ""100 Days of ML Code"" By Siraj Raval on Youtube",[],234,881,14,1,3,0,https://github.com/llSourcell/100_Days_of_ML_Code
